Age,Attrition,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
38,No,18,3,2,4,5811,3,Yes,16,3,3,15,2,3,1,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
43,Yes,17,3,1,3,2437,9,Yes,16,3,4,6,4,3,1,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
42,No,12,3,1,2,2766,8,No,22,4,2,7,6,2,5,0,4,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
55,No,2,3,5,1,19038,8,No,12,3,2,34,2,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
33,No,4,3,2,2,3055,5,No,15,3,4,11,2,2,9,1,7,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
41,No,9,4,1,1,2289,1,No,20,4,2,5,2,3,5,0,4,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
34,No,10,3,2,3,4001,1,Yes,14,3,3,15,3,3,15,0,7,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
53,No,1,4,4,3,12965,4,Yes,20,4,4,27,2,2,3,0,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
43,No,2,3,1,4,3539,0,No,13,3,2,10,5,3,9,1,8,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
34,No,3,2,2,4,6029,5,No,12,3,1,6,3,3,2,2,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
21,Yes,7,1,1,2,2679,1,No,13,3,2,1,3,3,1,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
38,No,6,2,1,3,3702,1,No,11,3,2,5,3,3,5,0,4,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
22,Yes,8,1,1,1,2398,1,Yes,17,3,3,1,6,3,1,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
31,No,29,4,2,4,5468,1,No,14,3,1,13,3,3,12,5,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
51,No,3,3,3,3,13116,2,No,11,3,4,15,2,3,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
37,No,9,2,2,2,4189,1,No,14,3,1,5,2,3,5,0,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
46,No,2,4,5,4,19328,7,Yes,17,3,3,24,3,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
36,No,10,3,3,1,8321,7,Yes,13,3,4,15,1,3,12,5,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
44,Yes,1,2,1,2,2342,1,Yes,12,3,3,6,2,2,5,2,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
37,No,8,2,2,2,4071,2,No,13,3,3,19,4,2,10,4,7,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
35,Yes,27,3,2,4,5813,1,Yes,18,3,4,10,2,3,10,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
33,No,8,4,1,1,3143,6,No,19,3,2,14,1,3,10,7,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
28,No,1,3,1,4,2044,1,No,11,3,3,5,6,4,5,0,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
39,No,10,1,3,3,13464,7,No,21,4,3,9,3,3,4,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
46,No,26,2,2,2,7991,8,No,15,3,3,6,3,3,2,2,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
40,No,2,2,1,1,3377,4,No,17,3,4,7,5,2,4,0,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
42,No,13,3,2,1,5538,5,No,18,3,3,10,2,2,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
35,No,2,2,2,4,5762,2,No,14,3,3,15,6,3,7,1,7,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
38,No,2,3,1,2,2592,5,No,13,3,4,13,3,3,11,3,8,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
34,Yes,9,4,2,1,5346,4,No,17,3,3,11,3,2,7,0,7,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
37,Yes,10,4,2,1,4213,1,No,15,3,2,10,4,1,10,0,8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
39,No,20,3,2,4,4127,2,No,18,3,4,7,6,3,2,2,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
43,No,9,3,1,3,2438,4,No,13,3,3,7,2,2,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
41,No,5,3,2,2,6870,3,No,12,3,1,11,3,1,3,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,No,4,1,3,3,10447,0,Yes,13,3,4,23,3,4,22,13,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30,No,10,3,3,3,9667,9,No,14,3,2,9,3,3,7,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
26,Yes,20,2,1,2,2148,0,Yes,11,3,3,6,3,3,5,1,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
46,Yes,21,2,2,2,8926,4,No,22,4,4,13,2,4,9,3,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
40,No,1,3,2,4,6513,4,No,17,3,4,12,3,3,5,0,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,No,8,2,2,3,6799,1,No,21,4,3,10,5,3,10,4,8,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
58,No,2,3,4,2,16291,4,No,22,4,4,37,0,2,16,14,14,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
35,No,23,4,1,3,2705,0,No,16,3,2,6,2,4,5,0,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
47,No,4,3,3,2,10333,8,Yes,12,3,3,28,4,3,22,14,10,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
40,No,12,3,2,1,4448,2,No,12,3,2,15,3,3,7,7,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,No,7,4,2,4,6854,4,No,15,3,2,14,2,2,7,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
31,No,7,4,3,1,9637,2,No,14,3,4,9,3,3,3,2,2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,No,1,3,1,1,3591,1,No,25,4,3,3,3,3,3,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
38,No,2,4,2,4,5405,2,Yes,20,4,1,20,4,2,4,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
26,No,10,3,2,4,4684,1,No,13,3,1,5,4,3,5,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
58,No,15,4,4,3,15787,2,Yes,14,3,2,23,3,3,2,2,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
18,No,14,3,1,3,1514,1,No,16,3,3,0,4,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
31,Yes,18,5,1,1,2956,0,No,17,3,3,2,4,3,1,0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
29,Yes,13,3,1,1,2335,4,Yes,15,3,4,4,3,3,2,2,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
45,No,2,4,2,3,5154,4,No,22,4,2,10,3,4,8,5,7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,No,2,4,2,2,6962,4,Yes,22,4,4,15,2,3,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
43,No,2,4,2,4,5675,1,No,20,4,3,7,5,3,7,7,7,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
27,No,5,2,1,4,2379,0,Yes,14,3,3,6,3,2,5,0,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
29,No,20,1,1,4,3812,1,No,13,3,2,11,3,4,11,3,10,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
32,No,10,4,2,4,4648,8,No,13,3,3,4,2,4,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
42,No,10,4,1,3,2936,3,No,22,4,2,10,1,2,6,3,3,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
47,No,9,4,1,3,2105,4,No,12,3,3,7,2,3,2,2,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,No,2,2,3,4,8578,3,No,14,3,3,12,4,2,9,4,7,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
28,No,1,2,1,4,2706,1,No,15,3,2,3,2,3,3,2,2,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
29,No,29,1,2,3,6384,8,No,17,3,4,11,3,3,7,1,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42,No,8,3,1,3,3968,4,No,13,3,4,8,3,3,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
32,Yes,2,4,2,2,9907,7,Yes,12,3,3,7,3,2,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
46,No,3,3,4,1,13225,2,No,12,3,4,25,5,3,19,2,8,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
27,No,23,1,2,3,3540,1,No,21,4,4,9,5,3,9,5,8,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
29,No,6,1,1,2,2804,1,No,11,3,4,1,3,3,1,0,0,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
43,No,6,3,5,3,19392,7,No,13,3,4,21,2,3,16,6,14,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
48,No,10,3,5,2,19665,4,No,12,3,4,29,3,3,22,12,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
29,Yes,24,2,1,4,2439,1,Yes,24,4,2,1,3,2,1,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
46,Yes,10,3,3,2,7314,5,No,21,4,3,14,2,3,8,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
27,No,15,3,1,1,4774,0,No,19,3,4,8,2,2,7,7,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
39,No,19,4,2,4,3902,8,No,14,3,2,7,2,3,2,2,2,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
55,No,2,4,1,4,2662,8,No,20,4,2,19,2,4,5,0,4,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
28,No,3,3,1,2,2856,1,No,19,3,4,1,3,3,1,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
30,Yes,9,3,1,4,1081,1,No,13,3,3,1,3,2,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
22,Yes,7,1,1,2,2472,1,Yes,23,4,1,1,2,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
36,No,10,4,2,3,5673,1,Yes,13,3,1,10,4,3,10,1,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
31,No,20,3,2,3,4197,1,No,11,3,1,10,2,3,10,0,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
34,No,4,3,3,4,9713,2,Yes,13,3,4,9,3,3,5,1,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
29,No,7,3,1,1,2062,3,No,14,3,2,11,2,3,3,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
37,No,7,4,2,1,4284,5,Yes,22,4,3,16,2,3,5,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
35,No,16,2,2,2,4788,0,Yes,11,3,4,4,2,3,3,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
45,No,25,2,2,4,5906,0,No,13,3,4,10,2,2,9,3,8,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
36,No,2,1,2,4,3886,1,No,21,4,4,10,2,2,10,0,8,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
40,No,1,4,4,1,16823,2,No,11,3,1,22,3,3,19,11,16,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
26,No,1,2,1,3,2933,1,Yes,13,3,3,1,3,2,1,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
27,No,2,2,2,3,6500,0,No,14,3,2,9,5,2,8,0,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
48,No,22,3,4,4,17174,3,No,11,3,2,24,3,3,22,4,7,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
44,No,1,4,2,1,5033,2,No,15,3,4,10,5,3,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
34,Yes,16,4,1,1,2307,1,Yes,23,4,2,5,2,3,5,3,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
56,Yes,24,2,1,4,2587,1,No,16,3,4,5,3,3,4,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
36,No,17,2,2,2,5507,2,No,16,3,3,12,1,1,4,1,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
41,No,8,3,2,2,4393,5,No,21,4,3,14,3,3,5,1,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
42,No,6,3,3,1,13348,9,No,13,3,2,18,3,4,13,5,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
31,No,10,2,2,4,6583,2,Yes,11,3,4,8,2,3,5,1,4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
34,No,3,1,2,4,8103,3,Yes,12,3,3,9,3,2,4,0,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
31,No,4,3,1,3,3978,8,No,12,3,2,4,0,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
26,No,6,3,1,4,2544,0,No,18,3,1,8,3,3,7,7,7,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
45,No,1,4,2,3,5399,4,No,12,3,3,12,3,3,4,0,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
33,No,10,4,2,3,5487,1,No,14,3,2,10,2,2,10,0,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
28,No,1,2,2,4,6834,1,Yes,12,3,3,7,2,3,7,0,7,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
29,Yes,24,3,1,1,1091,1,No,17,3,4,1,3,3,1,0,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True
39,No,21,4,2,3,5736,6,No,19,3,3,10,1,3,3,1,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
27,No,2,4,1,2,2226,1,No,11,3,3,6,3,2,5,1,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
